SIMULATION PARAMETERS:
n = 27
m = 48
p = 6
resource_noise_scale = 0.27777776
q = 0.0
E_C = 0.0
P_HF = 0.5
R_t = 0.0
SIMULATION DATA:
t	NATION 0 S	NATION 0 R	NATION 0 A_BAR	NATION 0 ACTION	NATION 1 S	NATION 1 R	NATION 1 A_BAR	NATION 1 ACTION	NATION 2 S	NATION 2 R	NATION 2 A_BAR	NATION 2 ACTION	NATION 3 S	NATION 3 R	NATION 3 A_BAR	NATION 3 ACTION	NATION 4 S	NATION 4 R	NATION 4 A_BAR	NATION 4 ACTION	NATION 5 S	NATION 5 R	NATION 5 A_BAR	NATION 5 ACTION	
398	222	43.82709	7.063063	Null	326	65.41782	7.3046155	Contest	193	28.29243	6.927461	Null	152	20.464348	6.9607844	Null	207	39.026123	7.0	Null	192	31.377674	7.0833335	Null	
399	222	43.82709	7.063063	Null	327	65.45034	7.3067484	Contest	193	28.29243	6.927461	Null	151	20.234303	6.9539475	Null	207	39.026123	7.0	Null	192	31.377674	7.0833335	Null	
400	222	43.82709	7.063063	Null	328	65.48616	7.3088684	Contest	193	28.29243	6.927461	Null	150	20.000954	6.94702	Null	207	39.026123	7.0	Null	192	31.377674	7.0833335	Null	
401	222	43.82709	7.063063	Null	329	65.5269	7.3109756	Contest	193	28.29243	6.927461	Null	149	19.623173	6.94	Abandon	207	39.026123	7.0	Null	192	31.377674	7.0833335	Null	
402	222	43.82709	7.063063	Null	330	65.521545	7.306991	Contest	193	28.29243	6.927461	Null	149	19.623173	6.9597316	Null	207	39.026123	7.0	Null	191	31.185505	7.0833335	Null	
403	222	43.82709	7.063063	Null	330	65.42278	7.309091	Contest	193	28.29243	6.927461	Null	149	19.623173	6.9597316	Null	207	39.026123	7.0	Null	191	31.086739	7.078534	Null	
404	222	43.82709	7.063063	Null	330	65.32402	7.309091	Contest	193	28.29243	6.927461	Null	149	19.623173	6.9597316	Null	207	39.026123	7.0	Null	191	30.987972	7.078534	Null	
405	222	43.82709	7.063063	Null	331	65.38709	7.309091	Contest	193	28.29243	6.927461	Null	149	19.623173	6.9597316	Null	207	39.026123	7.0	Null	190	30.727375	7.078534	Null	
406	222	43.82709	7.063063	Null	331	65.28833	7.311178	Contest	193	28.29243	6.927461	Null	149	19.623173	6.9597316	Null	207	39.026123	7.0	Null	190	30.727375	7.073684	Null	
407	222	43.82709	7.063063	Null	331	65.28833	7.311178	Null	193	28.29243	6.927461	Null	149	19.623173	6.9597316	Null	207	39.026123	7.0	Null	190	30.727375	7.073684	Null	
408	222	43.82709	7.063063	Null	331	65.28833	7.311178	Null	193	28.29243	6.927461	Null	149	19.623173	6.9597316	Null	207	39.026123	7.0	Null	190	30.727375	7.073684	Null	
409	222	43.82709	7.063063	Null	331	65.28833	7.311178	Null	193	28.29243	6.927461	Null	149	19.623173	6.9597316	Null	207	39.026123	7.0	Null	190	30.727375	7.073684	Null	
410	222	43.82709	7.063063	Null	331	65.28833	7.311178	Null	193	28.29243	6.927461	Null	149	19.623173	6.9597316	Null	207	39.026123	7.0	Null	190	30.727375	7.073684	Null	
411	222	43.82709	7.063063	Null	331	65.28833	7.311178	Null	193	28.29243	6.927461	Null	149	19.623173	6.9597316	Null	207	39.026123	7.0	Null	190	30.727375	7.073684	Null	
412	222	43.82709	7.063063	Null	331	65.28833	7.311178	Null	193	28.29243	6.927461	Null	149	19.623173	6.9597316	Null	207	39.026123	7.0	Null	190	30.727375	7.073684	Null	
413	222	43.82709	7.063063	Null	331	65.28833	7.311178	Null	193	28.29243	6.927461	Null	149	19.623173	6.9597316	Null	207	39.026123	7.0	Null	190	30.727375	7.073684	Null	
414	222	43.82709	7.063063	Null	331	65.28833	7.311178	Null	193	28.29243	6.927461	Null	149	19.623173	6.9597316	Null	207	39.026123	7.0	Null	190	30.727375	7.073684	Null	
415	222	43.82709	7.063063	Null	331	65.28833	7.311178	Null	193	28.29243	6.927461	Null	149	19.623173	6.9597316	Null	207	39.026123	7.0	Null	190	30.727375	7.073684	Null	
416	222	43.82709	7.063063	Null	331	65.28833	7.311178	Null	193	28.29243	6.927461	Null	149	19.623173	6.9597316	Null	207	39.026123	7.0	Null	190	30.727375	7.073684	Null	
